file,timestamp,avg_flaeche,std_flaeche,max_flaeche,anzahl_pins,mean_aspect_ratio,label,p_pass
pcb_0002_jpg.rf.ab3ccd133e4d96957dec314e2a438c84.jpg,2026-08-10T14:30:52.716963,182.4,87.89544057899856,277.0,60,1.148634512873525,pass,0.8306138906971874
pcb_0008_jpg.rf.8f989c9c758f85f34b1879a45640ab10.jpg,2026-08-10T14:30:52.720940,167.5859375,94.65947971911976,294.0,64,1.2453922186948236,pass,0.9312281410896774
pcb_0009_jpg.rf.e361c06113c5d106f957030235f55036.jpg,2026-08-10T14:30:52.724406,158.58461538461538,89.03355096319243,278.5,65,1.2370219335173573,pass,0.9618708872302514
pcb_0010_jpg.rf.140eae31054d60c43562cb2e3082ad3c.jpg,2026-08-10T14:30:52.727818,155.86923076923077,90.49232861663765,264.5,65,1.2556203467362153,pass,0.966273205704475
pcb_0012_jpg.rf.53fdaa53a719825724823b59848e3a47.jpg,2026-08-10T14:30:52.731100,165.76984126984127,87.81201628941855,261.0,63,1.1763845639881363,pass,0.9401042772014929
pcb_0013_jpg.rf.57b10f98a580148494447e022292bc2b.jpg,2026-08-10T14:30:52.734290,156.85245901639345,85.65358254145468,277.5,61,1.1906941543671306,pass,0.9155070483640108
pcb_0014_jpg.rf.73525b0f26dfbc9d8b81423dc461d7f1.jpg,2026-08-10T14:30:52.737518,166.38059701492537,104.12660161204984,307.0,67,1.1904986693801871,pass,0.9570896243199689
pcb_0015_jpg.rf.50d382c5ad30da2d63faac743872b0f9.jpg,2026-08-10T14:30:52.740979,160.93846153846152,93.77135205565801,291.5,65,1.1945210556859023,pass,0.9533627813833608
pcb_0016_jpg.rf.40d8b115571bb9a6d2c4246b0bb7d79d.jpg,2026-08-10T14:30:52.744242,189.59166666666667,99.02257453915033,378.5,60,1.2304764621009843,pass,0.634024152765711
pcb_0020_jpg.rf.0c52289de521355c79355968e87a33d6.jpg,2026-08-10T14:30:52.747423,169.5546875,98.33337841756432,295.0,64,1.127331819895417,pass,0.9250041188000832
pcb_0023_jpg.rf.7412f9434a5142b11bc0e264d0315631.jpg,2026-08-10T14:30:52.750793,175.9453125,98.19922724567044,295.0,64,1.2558111313125018,pass,0.9143221461990775
pcb_0029_jpg.rf.550ec86bedc1915f0f60ab39f803fad9.jpg,2026-08-10T14:30:52.753983,184.22131147540983,93.66018028802155,299.0,61,1.1766691363858102,pass,0.8235491422303289
pcb_0030_jpg.rf.e8273353de58d644ae41c00954b9b543.jpg,2026-08-10T14:30:52.757049,152.6,89.35385239316767,307.0,65,1.1924646643669188,pass,0.9590788664259412
pcb_0031_jpg.rf.a50769a5a570c60150adef984e215584.jpg,2026-08-10T14:30:52.760166,181.725,87.59926209928358,278.5,60,1.145511836877209,pass,0.8318372272197092
pcb_0036_jpg.rf.6c8c588fd0f5e5a041b12115535906c2.jpg,2026-08-10T14:30:52.763581,155.11029411764707,98.90953372955899,290.0,68,1.2779708649544155,pass,0.9773908149605186
pcb_0037_jpg.rf.40ea5844a4823f357ad1e149faeac2c3.jpg,2026-08-10T14:30:52.766856,169.63492063492063,91.63273495710692,263.5,63,1.1364306119967087,pass,0.9308004393467284
pcb_0040_jpg.rf.f2dcbc43cef8cba7702b0e24356e1b70.jpg,2026-08-10T14:30:52.770086,152.27272727272728,90.39584664634262,260.0,66,1.3094156275770201,pass,0.9757053743914079
pcb_0042_jpg.rf.9b5aababf9f53e4a479b09c7b4767733.jpg,2026-08-10T14:30:52.773356,477.07936507936506,540.7531277879893,2780.5,63,1.3806016840815916,fail,4.345430372581111e-13
pcb_0049_jpg.rf.789ecb2c0b58c8dfdc826c8e34559534.jpg,2026-08-10T14:30:52.776682,177.48333333333332,86.65526706862349,299.0,60,1.1409020780636328,pass,0.8263953487487341
pcb_0050_jpg.rf.df27f5d0f5020df3178af7e21cdd4cfa.jpg,2026-08-10T14:30:52.779851,160.703125,88.81980682999406,275.0,64,1.194268339076021,pass,0.9516529057618185
pcb_0051_jpg.rf.c8c9c4e6c306e076d2607c78bb26314a.jpg,2026-08-10T14:30:52.782922,189.69354838709677,99.80511152021822,306.5,62,1.174115904335197,pass,0.8195749137562446
