file,timestamp,avg_flaeche,std_flaeche,max_flaeche,anzahl_pins,mean_aspect_ratio,label,p_pass
pcb_0002_jpg.rf.ab3ccd133e4d96957dec314e2a438c84.jpg,2026-08-10T14:19:42.340166,182.4,87.89544057899856,277.0,60,1.148634512873525,pass,0.9995515672981543
pcb_0008_jpg.rf.8f989c9c758f85f34b1879a45640ab10.jpg,2026-08-10T14:19:42.344473,167.5859375,94.65947971911976,294.0,64,1.2453922186948236,pass,0.9995556878978686
pcb_0009_jpg.rf.e361c06113c5d106f957030235f55036.jpg,2026-08-10T14:19:42.347964,158.58461538461538,89.03355096319243,278.5,65,1.2370219335173573,pass,0.9996031981825267
pcb_0010_jpg.rf.140eae31054d60c43562cb2e3082ad3c.jpg,2026-08-10T14:19:42.351352,155.86923076923077,90.49232861663765,264.5,65,1.2556203467362153,pass,0.9996059711128449
pcb_0012_jpg.rf.53fdaa53a719825724823b59848e3a47.jpg,2026-08-10T14:19:42.354598,165.76984126984127,87.81201628941855,261.0,63,1.1763845639881363,pass,0.9996041379789965
pcb_0013_jpg.rf.57b10f98a580148494447e022292bc2b.jpg,2026-08-10T14:19:42.357911,156.85245901639345,85.65358254145468,277.5,61,1.1906941543671306,pass,0.999633379927378
pcb_0014_jpg.rf.73525b0f26dfbc9d8b81423dc461d7f1.jpg,2026-08-10T14:19:42.361146,166.38059701492537,104.12660161204984,307.0,67,1.1904986693801871,pass,0.9995604311089221
pcb_0015_jpg.rf.50d382c5ad30da2d63faac743872b0f9.jpg,2026-08-10T14:19:42.364682,160.93846153846152,93.77135205565801,291.5,65,1.1945210556859023,pass,0.9996005208140625
pcb_0016_jpg.rf.40d8b115571bb9a6d2c4246b0bb7d79d.jpg,2026-08-10T14:19:42.367921,189.59166666666667,99.02257453915033,378.5,60,1.2304764621009843,pass,0.9994466500756278
pcb_0020_jpg.rf.0c52289de521355c79355968e87a33d6.jpg,2026-08-10T14:19:42.371110,169.5546875,98.33337841756432,295.0,64,1.127331819895417,pass,0.999585823172393
pcb_0023_jpg.rf.7412f9434a5142b11bc0e264d0315631.jpg,2026-08-10T14:19:42.374371,175.9453125,98.19922724567044,295.0,64,1.2558111313125018,pass,0.9995094583621895
pcb_0029_jpg.rf.550ec86bedc1915f0f60ab39f803fad9.jpg,2026-08-10T14:19:42.377841,184.22131147540983,93.66018028802155,299.0,61,1.1766691363858102,pass,0.9995179204965312
pcb_0030_jpg.rf.e8273353de58d644ae41c00954b9b543.jpg,2026-08-10T14:19:42.381214,152.6,89.35385239316767,307.0,65,1.1924646643669188,pass,0.999634893615728
